,Time_1,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,acc,direction_change,theta,smooth_theta,dt,gryo_readings,complementary_theta
20,0.3970715,0.08861572266,0.6978488159,9.561067657,0.03036295064,0.02217470109,0.02701299824,-41.29779053,-9.232208252,17.61364746,9.58691089235146,0,192.60139849855645,0.0,0.019901000000000002,359.99284164855925,0.0
21,0.4169714999,0.1381626892,0.7726931763,9.570647736,0.03248495981,0.03029542044,0.01562750526,-41.70977783,-4.655029297,11.92773438,9.602783021603138,0,186.3681558296769,0.0,0.019899999899999965,359.99284164855925,0.0
22,0.4368725,0.1116677856,0.7339237976,9.60178299,0.02142138779,0.03492857888,0.002989953849,-39.63659668,-2.914016724,13.10424805,9.630438745045716,0,184.20472595054434,0.0,0.01990100010000001,359.99284164855925,0.0
23,0.4567735,0.07484436035,0.7616162109,9.530531158,0.004608959425,0.02675598301,-0.01313352212,-40.45065308,-8.334564209,17.82388306,9.561207302667938,0,191.64245064568507,0.0,0.019901000000000002,359.99284164855925,0.0
24,0.4766744999,0.005987548828,0.7120692444,9.620943146,0.004044102971,0.03726758435,-0.02809233777,-41.81951904,-8.115325928,15.63348389,9.647259998472402,0,190.98209037569362,0.0,0.019900999899999994,359.99284164855925,0.0
25,0.4965755,-0.08143066406,0.8027806091,9.664502563,-0.00069531193,0.03906214237,-0.04593334347,-40.50292969,-3.109680176,11.10195923,9.698128553985546,0,184.3903662605268,0.0,0.01990100010000001,359.99284164855925,0.0
26,0.5164765,-0.08442443848,0.9431886292,9.667346649,-0.01650990732,0.03814589232,-0.05737192929,-39.48693848,-4.907913208,15.08633423,9.7136153675136,0,187.08507533331027,0.0,0.019901000000000002,359.99284164855925,0.0
27,0.5363764999,-0.09999206543,0.8469387817,9.844129028,-0.0239277184,0.04336105287,-0.06188875064,-41.11276245,-9.57762146,18.96032715,9.881000963111411,0,193.11372451247382,0.0,0.01989999990000002,359.99284164855925,0.0
28,0.5562775,-0.2284249878,0.8216413879,9.782906342,-0.01783493534,0.03559429199,-0.06167444587,-40.76364136,-6.050125122,12.74978638,9.820006570349406,0,188.4421898861513,0.0,0.019901000099999955,359.99284164855925,0.0
29,0.5761785,-0.4480183411,0.8996292114,9.790690155,-0.0001046778634,0.01717078499,-0.06933792681,-39.17764282,-2.55255127,11.42727661,9.8421373117418,0,183.72773826968748,0.0,0.019901000000000058,359.99284164855925,0.0
30,0.5960794999,-0.3938310242,0.9939331055,9.71404953,0.0140110366,-0.009421661496,-0.07340215147,-39.88299561,-6.34463501,16.99981689,9.77270505874011,0,189.0389405372105,0.0,0.019900999899999938,359.99284164855925,0.0
31,0.6159805,-0.2624043274,0.9961784363,9.719438324,0.007810132578,-0.03054071404,-0.05629887804,-41.89196777,-8.954483032,17.45532227,9.7738789046124,0,192.06550523216475,0.0,0.019901000100000066,359.99284164855925,0.0
32,0.6358815,-0.1960922241,0.9505233765,9.785750427,-0.001765582711,-0.02412352525,-0.0271395389,-40.71575928,-4.739120483,11.18099976,9.83376114562257,0,186.63908167153227,0.0,0.019900999999999947,359.99284164855925,0.0
33,0.6557814999,-0.2233355713,0.9119036865,9.75386673,-0.001553755254,0.0008776257746,-0.01310998481,-38.83984375,-3.517288208,13.05465698,9.798947050446854,0,185.17452050041373,0.0,0.01989999990000002,359.99284164855925,0.0
34,0.6756825,-0.1507365417,0.9687854004,9.73515564,0.0009461008012,0.02851107344,-0.01351271942,-41.04946899,-7.908554077,18.21463013,9.7844019741656,0,190.90494235296887,0.0,0.019901000099999955,359.99284164855925,0.0
